																														
2025-07-22, 16:23:58, 1																														
Index	Phase	Displacement	Time	Pos X	Pos Y	Pos Z	Rot A	Rot B	Piezo Z	Force A	Force B	Gripper	Voltage A	Voltage B	Temperature	Amplitude force	Amplitude pos	Stiffness	Phase shift	Phase excitation	Force A raw	Displacement raw	HMax	HMax raw	Real Force	Real Stiffness	Contact Depth	Area	Hardness	Reduced Mod.
[#]	[#]	[um]	[s]	[um]	[um]	[um]	[m°]	[m°]	[um]	[uN]	[uN]	[V]	[V]	[V]	[°C]	[uN]	[um]	[N/m]	[°]	[°]	[uN]	[um]	[um]	[um]	[uN]	[N/m]	[um]	[um^2]	[MPa]	[MPa]
749.000000	1.000000	0.002522	7372380.387666	-39639.072058	1005.818636	-29793.157000	0.000000	0.000000	6.002802	-0.029112	NaN	0.000000	0.001659	0.001743	28.083775	0.009893	0.000910	10.868584	130.627489	-170.692700	-0.057742	0.001303	-1.042897	-1.044116	-0.029112	10.868584	-1.040888	-8.052039E+13	3.615502E-16	NaN
749.000000	1.000000	0.004510	7372380.397666	-39639.072698	1005.818276	-29793.156936	0.000000	0.000000	6.004790	-0.042202	NaN	0.000000	0.001648	0.001758	28.083788	0.102126	0.001029	99.291795	69.816223	17.639224	-0.008599	0.003169	-1.040908	-1.042250	-0.042202	99.291795	-1.040589	-7.977954E+13	5.289797E-16	NaN
749.000000	1.000000	0.006493	7372380.407666	-39639.072942	1005.818002	-29793.156278	0.000000	0.000000	6.006772	-0.035912	NaN	0.000000	0.001638	0.001753	28.083594	0.014797	0.000981	15.078496	165.228716	-162.100840	-0.054884	0.005188	-1.038926	-1.040230	-0.035912	15.078496	-1.037140	-7.169727E+13	5.008849E-16	NaN
749.000000	1.000000	0.008487	7372380.417666	-39639.072302	1005.818111	-29793.156002	0.000000	0.000000	6.008767	-0.037520	NaN	0.000000	0.001643	0.001731	28.083505	0.188527	0.001019	185.026858	137.256491	11.668696	-0.028581	0.007133	-1.036932	-1.038286	-0.037520	185.026858	-1.036779	-7.090214E+13	5.291820E-16	NaN
749.000000	1.000000	0.010477	7372380.427666	-39639.072002	1005.819460	-29793.156000	0.000000	0.000000	6.010756	-0.051639	NaN	0.000000	0.001668	0.001728	28.083377	0.101953	0.001006	101.297903	108.310789	-166.780561	-0.059182	0.009181	-1.034942	-1.036237	-0.051639	101.297903	-1.034559	-6.619169E+13	7.801455E-16	NaN
749.000000	1.000000	0.012582	7372380.437666	-39639.072074	1005.820606	-29793.156048	0.000000	0.000000	6.012860	-0.089643	NaN	0.000000	0.001691	0.001729	28.083474	0.086555	0.001211	71.460873	-91.901213	20.256654	-0.041750	0.011136	-1.032836	-1.034282	-0.089643	71.460873	-1.031896	-6.095032E+13	1.470754E-15	NaN
749.000000	1.000000	0.014517	7372380.447666	-39639.072745	1005.819658	-29793.156626	0.000000	0.000000	6.014796	-0.037845	NaN	0.000000	0.001679	0.001744	28.083638	0.088212	0.001550	56.919924	-166.218048	-166.642486	-0.119704	0.013360	-1.030902	-1.032058	-0.037845	56.919924	-1.030403	-5.819700E+13	6.502932E-16	NaN
749.000000	1.000000	0.016515	7372380.457666	-39639.072999	1005.819647	-29793.156324	0.000000	0.000000	6.016794	-0.050656	NaN	0.000000	0.001699	0.001766	28.083357	0.027265	0.001652	16.501386	-90.470534	14.873073	-0.020518	0.015135	-1.028904	-1.030283	-0.050656	16.501386	-1.026601	-5.173274E+13	9.791810E-16	NaN
749.000000	1.000000	0.018482	7372380.467666	-39639.072944	1005.819244	-29793.156003	0.000000	0.000000	6.018764	0.009518	NaN	0.000000	0.001718	0.001770	28.083394	0.044692	0.001800	24.830357	146.752650	-166.031583	-0.073787	0.017208	-1.026937	-1.028211	0.009518	24.830357	-1.027224	-5.273997E+13	-1.804612E-16	NaN
749.000000	1.000000	0.020470	7372380.477666	-39639.072302	1005.818360	-29793.156000	0.000000	0.000000	6.020750	-0.021767	NaN	0.000000	0.001710	0.001762	28.083387	0.047021	0.001615	29.106494	-177.646486	14.734767	0.021066	0.019118	-1.024948	-1.026300	-0.021767	29.106494	-1.024388	-4.830402E+13	4.506260E-16	NaN
749.000000	1.000000	0.022497	7372380.487666	-39639.072077	1005.818700	-29793.156000	0.000000	0.000000	6.022779	0.019604	NaN	0.000000	0.001689	0.001760	28.083550	0.023201	0.001606	14.442988	93.415443	-166.792850	-0.051639	0.021166	-1.022922	-1.024253	0.019604	14.442988	-1.023940	-4.763847E+13	-4.115189E-16	NaN
749.000000	1.000000	0.024482	7372380.497666	-39639.072745	1005.818998	-29793.156000	0.000000	0.000000	6.024763	0.004388	NaN	0.000000	0.001676	0.001767	28.083417	0.072861	0.001727	42.189427	24.544806	13.187068	0.051067	0.023146	-1.020936	-1.022272	0.004388	42.189427	-1.021014	-4.351123E+13	-1.008451E-16	NaN
749.000000	1.000000	0.026500	7372380.507666	-39639.072943	1005.818944	-29793.156000	0.000000	0.000000	6.026782	-0.000317	NaN	0.000000	0.001666	0.001800	28.083460	0.022371	0.001825	12.259238	48.784525	-164.942502	-0.018044	0.025152	-1.018918	-1.020266	-0.000317	12.259238	-1.018899	-4.075047E+13	7.771823E-18	NaN
749.000000	1.000000	0.028449	7372380.517666	-39639.072302	1005.818358	-29793.156000	0.000000	0.000000	6.028731	0.011128	NaN	0.000000	0.001677	0.001814	28.083687	0.006718	0.001915	3.507225	-103.343148	15.745604	-0.025506	0.027121	-1.016969	-1.018298	0.011128	3.507225	-1.019349	-4.132268E+13	-2.692871E-16	NaN
749.000000	1.000000	0.030511	7372380.527666	-39639.072002	1005.818700	-29793.156000	0.000000	0.000000	6.030791	-0.012784	NaN	0.000000	0.001696	0.001804	28.083521	0.067967	0.001888	35.997769	57.855572	-163.691493	0.059714	0.029144	-1.014908	-1.016275	-0.012784	35.997769	-1.014641	-3.571469E+13	3.579434E-16	NaN
749.000000	1.000000	0.032473	7372380.537666	-39639.072000	1005.818933	-29793.155944	0.000000	0.000000	6.032755	0.022434	NaN	0.000000	0.001725	0.001781	28.083436	0.017990	0.001878	9.579558	57.551448	17.395017	-0.016192	0.031188	-1.012946	-1.014231	0.022434	9.579558	-1.014702	-3.578220E+13	-6.269683E-16	NaN
749.000000	1.000000	0.034452	7372380.547666	-39639.072000	1005.818326	-29793.155367	0.000000	0.000000	6.034733	-0.015364	NaN	0.000000	0.001694	0.001818	28.083497	0.052787	0.001831	28.835580	-114.005703	-165.473706	0.015186	0.033144	-1.010966	-1.012275	-0.015364	28.835580	-1.010567	-3.147817E+13	4.880696E-16	NaN
749.000000	1.000000	0.036485	7372380.557666	-39639.072074	1005.818675	-29793.155724	0.000000	0.000000	6.036765	-0.035583	NaN	0.000000	0.001691	0.001806	28.083596	0.181856	0.001943	93.576201	168.021953	16.880691	-0.029238	0.035120	-1.008933	-1.010299	-0.035583	93.576201	-1.008648	-2.966111E+13	1.199661E-15	NaN
749.000000	1.000000	0.038477	7372380.567666	-39639.072697	1005.818997	-29793.155998	0.000000	0.000000	6.038761	0.057044	NaN	0.000000	0.001692	0.001778	28.083779	0.057091	0.001993	28.639419	-99.073061	-165.590635	-0.014376	0.037168	-1.006941	-1.008251	0.057044	28.639419	-1.008435	-2.946597E+13	-1.935922E-15	NaN
749.000000	1.000000	0.040468	7372380.577666	-39639.072325	1005.819000	-29793.156000	0.000000	0.000000	6.040750	0.018379	NaN	0.000000	0.001688	0.001803	28.083842	0.021366	0.001997	10.700413	-15.759144	13.719420	0.105817	0.039117	-1.004950	-1.006302	0.018379	10.700413	-1.006238	-2.752648E+13	-6.676987E-16	NaN
749.000000	1.000000	0.042478	7372380.587666	-39639.072003	1005.818952	-29793.156064	0.000000	0.000000	6.042758	-0.042598	NaN	0.000000	0.001705	0.001813	28.084006	0.038602	0.001996	19.342513	129.761137	-164.208408	-0.044622	0.041126	-1.002940	-1.004293	-0.042598	19.342513	-1.001289	-2.361121E+13	1.804127E-15	NaN
749.000000	1.000000	0.044471	7372380.597666	-39639.072074	1005.818391	-29793.156611	0.000000	0.000000	6.044751	-0.019666	NaN	0.000000	0.001690	0.001781	28.083909	0.056338	0.002011	28.008472	108.164333	13.977996	-0.023102	0.043128	-1.000948	-1.002291	-0.019666	28.008472	-1.000421	-2.298476E+13	8.556023E-16	NaN
749.000000	1.000000	0.046492	7372380.607666	-39639.072745	1005.818781	-29793.155658	0.000000	0.000000	6.046772	-0.022218	NaN	0.000000	0.001699	0.001783	28.083628	0.070827	0.001959	36.158677	110.234916	-166.211887	-0.001413	0.045151	-0.998927	-1.000267	-0.022218	36.158677	-0.998466	-2.163274E+13	1.027036E-15	NaN
749.000000	1.000000	0.048471	7372380.617666	-39639.072999	1005.819585	-29793.155703	0.000000	0.000000	6.048750	-0.053359	NaN	0.000000	0.001689	0.001801	28.083561	0.075313	0.001996	37.736118	-111.633715	11.199803	-0.064426	0.047093	-0.996947	-0.998326	-0.053359	37.736118	-0.995887	-1.997049E+13	2.671880E-15	NaN
