																														
2025-07-22, 16:23:58, 1																														
Index	Phase	Displacement	Time	Pos X	Pos Y	Pos Z	Rot A	Rot B	Piezo Z	Force A	Force B	Gripper	Voltage A	Voltage B	Temperature	Amplitude force	Amplitude pos	Stiffness	Phase shift	Phase excitation	Force A raw	Displacement raw	HMax	HMax raw	Real Force	Real Stiffness	Contact Depth	Area	Hardness	Reduced Mod.
[#]	[#]	[um]	[s]	[um]	[um]	[um]	[m°]	[m°]	[um]	[uN]	[uN]	[V]	[V]	[V]	[°C]	[uN]	[um]	[N/m]	[°]	[°]	[uN]	[um]	[um]	[um]	[uN]	[N/m]	[um]	[um^2]	[MPa]	[MPa]
426.000000	1.000000	0.003048	7369224.397666	-55789.071627	1005.818880	-29740.736069	0.000000	0.000000	6.002782	-0.037543	NaN	0.000000	0.001769	0.001742	28.079875	0.036800	0.001019	36.126270	87.054240	-170.013087	-0.077115	0.001839	-1.140911	-1.142120	-0.037543	36.126270	-1.140131	-1.731792E+15	2.167894E-17	NaN
426.000000	1.000000	0.005055	7369224.407666	-55789.072029	1005.818562	-29740.736434	0.000000	0.000000	6.004787	-0.062729	NaN	0.000000	0.001749	0.001759	28.079677	0.049627	0.000913	54.369497	-117.242450	17.947122	-0.075376	0.003718	-1.138904	-1.140241	-0.062729	54.369497	-1.138039	-1.623439E+15	3.863941E-17	NaN
426.000000	1.000000	0.007034	7369224.417666	-55789.072598	1005.818452	-29740.736529	0.000000	0.000000	6.006768	-0.042153	NaN	0.000000	0.001740	0.001784	28.079654	0.067065	0.000941	71.256939	-171.121371	-167.624626	-0.042577	0.005761	-1.136924	-1.138198	-0.042153	71.256939	-1.136481	-1.547187E+15	2.724497E-17	NaN
426.000000	1.000000	0.009014	7369224.427666	-55789.072495	1005.818633	-29740.735903	0.000000	0.000000	6.008745	-0.077527	NaN	0.000000	0.001739	0.001786	28.079640	0.133320	0.001040	128.209413	-155.850851	15.256900	-0.050538	0.007696	-1.134945	-1.136263	-0.077527	128.209413	-1.134492	-1.455015E+15	5.328277E-17	NaN
426.000000	1.000000	0.011030	7369224.437666	-55789.073228	1005.819564	-29740.736154	0.000000	0.000000	6.010762	-0.062811	NaN	0.000000	0.001744	0.001781	28.079718	0.171296	0.000856	200.196748	-71.666425	-168.871813	-0.040801	0.009665	-1.132929	-1.134294	-0.062811	200.196748	-1.132694	-1.376419E+15	4.563342E-17	NaN
426.000000	1.000000	0.013145	7369224.447666	-55789.073392	1005.819401	-29740.736983	0.000000	0.000000	6.012878	-0.026002	NaN	0.000000	0.001736	0.001772	28.079658	0.040759	0.001138	35.800396	20.982764	18.508049	-0.035146	0.011710	-1.130814	-1.132249	-0.026002	35.800396	-1.130270	-1.277139E+15	2.035948E-17	NaN
426.000000	1.000000	0.015086	7369224.457666	-55789.072413	1005.818416	-29740.736952	0.000000	0.000000	6.014817	-0.098545	NaN	0.000000	0.001739	0.001758	28.079903	0.037094	0.001663	22.304699	-100.835205	-168.941202	-0.022355	0.013934	-1.128873	-1.130025	-0.098545	22.304699	-1.125559	-1.104203E+15	8.924553E-17	NaN
426.000000	1.000000	0.017006	7369224.467666	-55789.072007	1005.817498	-29740.735887	0.000000	0.000000	6.016737	-0.079247	NaN	0.000000	0.001732	0.001769	28.080086	0.071261	0.001714	41.566078	53.874784	11.953785	-0.125402	0.015707	-1.126953	-1.128252	-0.079247	41.566078	-1.125523	-1.102994E+15	7.184738E-17	NaN
426.000000	1.000000	0.019018	7369224.477666	-55789.072000	1005.818151	-29740.735586	0.000000	0.000000	6.018751	-0.025630	NaN	0.000000	0.001733	0.001778	28.079870	0.069657	0.001731	40.249638	123.309514	-167.200077	-0.053829	0.017661	-1.124941	-1.126298	-0.025630	40.249638	-1.124464	-1.067471E+15	2.400995E-17	NaN
426.000000	1.000000	0.021041	7369224.487666	-55789.072000	1005.817849	-29740.736015	0.000000	0.000000	6.020774	-0.043679	NaN	0.000000	0.001735	0.001780	28.079714	0.098614	0.001757	56.117951	150.373067	15.205373	-0.022024	0.019691	-1.122918	-1.124268	-0.043679	56.117951	-1.122334	-9.995163E+14	4.370061E-17	NaN
426.000000	1.000000	0.023004	7369224.497666	-55789.072000	1005.817046	-29740.736544	0.000000	0.000000	6.022735	-0.099889	NaN	0.000000	0.001746	0.001758	28.079794	0.081762	0.001603	50.990582	142.740475	-168.724389	-0.054227	0.021728	-1.120955	-1.122231	-0.099889	50.990582	-1.119485	-9.153067E+14	1.091321E-16	NaN
426.000000	1.000000	0.025031	7369224.507666	-55789.072000	1005.817595	-29740.736403	0.000000	0.000000	6.024763	-0.067640	NaN	0.000000	0.001724	0.001782	28.079627	0.073981	0.001770	41.805257	-172.967726	9.368351	-0.119704	0.023642	-1.118928	-1.120317	-0.067640	41.805257	-1.117715	-8.665809E+14	7.805433E-17	NaN
426.000000	1.000000	0.027056	7369224.517666	-55789.072040	1005.818022	-29740.735467	0.000000	0.000000	6.026787	-0.080843	NaN	0.000000	0.001737	0.001781	28.079562	0.106486	0.001854	57.446337	20.395044	-165.662999	-0.031037	0.025755	-1.116903	-1.118204	-0.080843	57.446337	-1.115848	-8.180081E+14	9.882950E-17	NaN
426.000000	1.000000	0.029006	7369224.527666	-55789.073014	1005.818567	-29740.735011	0.000000	0.000000	6.028735	-0.128695	NaN	0.000000	0.001740	0.001757	28.079804	0.094893	0.001825	52.007980	163.009289	14.761203	-0.131161	0.027706	-1.114953	-1.116253	-0.128695	52.007980	-1.113097	-7.513697E+14	1.712807E-16	NaN
426.000000	1.000000	0.031029	7369224.537666	-55789.072735	1005.818427	-29740.735024	0.000000	0.000000	6.030764	-0.004440	NaN	0.000000	0.001742	0.001788	28.079879	0.056479	0.001893	29.830194	137.567849	-166.922799	-0.113195	0.029709	-1.112930	-1.114249	-0.004440	29.830194	-1.112818	-7.449117E+14	5.960881E-18	NaN
426.000000	1.000000	0.033014	7369224.547666	-55789.072031	1005.818602	-29740.735544	0.000000	0.000000	6.032747	-0.028519	NaN	0.000000	0.001731	0.001775	28.079767	0.064321	0.001874	34.316836	81.847459	15.846575	0.050288	0.031650	-1.110945	-1.112309	-0.028519	34.316836	-1.110322	-6.896189E+14	4.135477E-17	NaN
426.000000	1.000000	0.035029	7369224.557666	-55789.072507	1005.818993	-29740.735423	0.000000	0.000000	6.034763	-0.024472	NaN	0.000000	0.001718	0.001782	28.079794	0.106425	0.001882	56.557534	-18.707829	-161.559049	-0.035812	0.033722	-1.108930	-1.110237	-0.024472	56.557534	-1.108605	-6.539861E+14	3.742000E-17	NaN
426.000000	1.000000	0.037024	7369224.567666	-55789.072367	1005.818952	-29740.735029	0.000000	0.000000	6.036760	0.036912	NaN	0.000000	0.001731	0.001786	28.079886	0.063531	0.001849	34.350982	-139.733442	13.437484	-0.039954	0.035676	-1.106935	-1.108283	0.036912	34.350982	-1.107741	-6.367513E+14	-5.796972E-17	NaN
426.000000	1.000000	0.038995	7369224.577666	-55789.072005	1005.817950	-29740.735521	0.000000	0.000000	6.038728	-0.042429	NaN	0.000000	0.001700	0.001784	28.079945	0.084179	0.001898	44.349430	-157.026577	-166.517383	0.042076	0.037671	-1.104964	-1.106288	-0.042429	44.349430	-1.104247	-5.715714E+14	7.423251E-17	NaN
426.000000	1.000000	0.041022	7369224.587666	-55789.071971	1005.818779	-29740.735448	0.000000	0.000000	6.040753	-0.092355	NaN	0.000000	0.001730	0.001785	28.079966	0.033179	0.001909	17.383118	-112.067788	12.951818	-0.090427	0.039665	-1.102937	-1.104294	-0.092355	17.383118	-1.098953	-4.852968E+14	1.903056E-16	NaN
426.000000	1.000000	0.043039	7369224.597666	-55789.071439	1005.819411	-29740.735031	0.000000	0.000000	6.042774	-0.001338	NaN	0.000000	0.001734	0.001754	28.080150	0.056675	0.001972	28.736565	-81.393903	-170.421133	-0.081909	0.041704	-1.100919	-1.102255	-0.001338	28.736565	-1.100885	-5.151595E+14	2.596432E-18	NaN
426.000000	1.000000	0.045005	7369224.607666	-55789.071629	1005.819009	-29740.735541	0.000000	0.000000	6.044742	0.055220	NaN	0.000000	0.001692	0.001745	28.079896	0.052277	0.002086	25.055216	-60.739373	13.298739	0.056329	0.043705	-1.098954	-1.100253	0.055220	25.055216	-1.100607	-5.107631E+14	-1.081133E-16	NaN
426.000000	1.000000	0.047001	7369224.617666	-55789.072019	1005.819000	-29740.735989	0.000000	0.000000	6.046738	0.055247	NaN	0.000000	0.001676	0.001746	28.079861	0.028190	0.002031	13.876838	25.286883	-166.311262	0.088212	0.045656	-1.096958	-1.098303	0.055247	13.876838	-1.099944	-5.004038E+14	-1.104055E-16	NaN
426.000000	1.000000	0.049038	7369224.627666	-55789.072540	1005.819000	-29740.736000	0.000000	0.000000	6.048772	-0.013691	NaN	0.000000	0.001652	0.001744	28.079903	0.133410	0.002023	65.943447	65.674952	13.532452	0.002351	0.047668	-1.094921	-1.096291	-0.013691	65.943447	-1.094765	-4.263767E+14	3.211073E-17	NaN
426.000000	1.000000	0.051023	7369224.637666	-55789.072338	1005.818952	-29740.736000	0.000000	0.000000	6.050758	0.015249	NaN	0.000000	0.001658	0.001766	28.080079	0.164526	0.002029	81.089704	162.941127	-164.191551	0.003274	0.049713	-1.092936	-1.094246	0.015249	81.089704	-1.093077	-4.046927E+14	-3.768018E-17	NaN
426.000000	1.000000	0.053027	7369224.647666	-55789.070874	1005.817887	-29740.735980	0.000000	0.000000	6.052761	-0.018956	NaN	0.000000	0.001659	0.001757	28.080025	0.108666	0.001880	57.789531	-148.039599	14.409450	0.038569	0.051657	-1.090932	-1.092302	-0.018956	57.789531	-1.090686	-3.758569E+14	5.043313E-17	NaN
426.000000	1.000000	0.055002	7369224.657666	-55789.071204	1005.817610	-29740.735479	0.000000	0.000000	6.054738	0.031480	NaN	0.000000	0.001650	0.001756	28.080448	0.067236	0.001964	34.237803	-55.855172	-166.689432	-0.017548	0.053708	-1.088957	-1.090251	0.031480	34.237803	-1.089647	-3.639701E+14	-8.649057E-17	NaN
426.000000	1.000000	0.057000	7369224.667666	-55789.071986	1005.818536	-29740.735532	0.000000	0.000000	6.056733	-0.043762	NaN	0.000000	0.001639	0.001747	28.080542	0.061889	0.001876	32.982633	-39.342082	14.711856	0.006763	0.055633	-1.086959	-1.088326	-0.043762	32.982633	-1.085964	-3.247990E+14	1.347360E-16	NaN
426.000000	1.000000	0.059027	7369224.677666	-55789.071971	1005.818423	-29740.735448	0.000000	0.000000	6.058759	-0.051888	NaN	0.000000	0.001652	0.001752	28.080262	0.043665	0.001997	21.863240	165.140326	-165.289130	-0.058495	0.057708	-1.084932	-1.086251	-0.051888	21.863240	-1.083152	-2.977518E+14	1.742644E-16	NaN
426.000000	1.000000	0.061031	7369224.687666	-55789.071433	1005.818033	-29740.735051	0.000000	0.000000	6.060765	-0.011795	NaN	0.000000	0.001657	0.001770	28.080008	0.020356	0.002002	10.169009	150.323144	16.292404	-0.053069	0.059688	-1.082928	-1.084271	-0.011795	10.169009	-1.082058	-2.878464E+14	4.097718E-17	NaN
426.000000	1.000000	0.063031	7369224.697666	-55789.071573	1005.818544	-29740.736062	0.000000	0.000000	6.062767	0.010193	NaN	0.000000	0.001690	0.001752	28.079973	0.034972	0.002072	16.878950	-76.953251	-168.128023	0.025320	0.061758	-1.080928	-1.082201	0.010193	16.878950	-1.081380	-2.818776E+14	-3.616158E-17	NaN
426.000000	1.000000	0.065029	7369224.707666	-55789.071432	1005.818447	-29740.736437	0.000000	0.000000	6.064761	-0.080883	NaN	0.000000	0.001692	0.001771	28.079794	0.032262	0.002076	15.540063	34.430979	14.776707	-0.005248	0.063668	-1.078929	-1.080291	-0.080883	15.540063	-1.075026	-2.315826E+14	3.492634E-16	NaN
426.000000	1.000000	0.067035	7369224.717666	-55789.071669	1005.818548	-29740.735987	0.000000	0.000000	6.066769	-0.024244	NaN	0.000000	0.001676	0.001793	28.079962	0.042723	0.002102	20.329560	165.868591	-168.365011	-0.113947	0.065749	-1.076924	-1.078210	-0.024244	20.329560	-1.076029	-2.388836E+14	1.014908E-16	NaN
426.000000	1.000000	0.068993	7369224.727666	-55789.073057	1005.818425	-29740.735456	0.000000	0.000000	6.068730	0.076871	NaN	0.000000	0.001668	0.001766	28.080065	0.076512	0.002020	37.885450	-98.299310	12.885264	0.032653	0.067644	-1.074966	-1.076315	0.076871	37.885450	-1.076488	-2.422977E+14	-3.172594E-16	NaN
426.000000	1.000000	0.071035	7369224.737666	-55789.073379	1005.818602	-29740.735577	0.000000	0.000000	6.070771	0.027230	NaN	0.000000	0.001678	0.001761	28.080183	0.136367	0.001871	72.894341	-91.202912	-165.613032	0.056436	0.069710	-1.072924	-1.074249	0.027230	72.894341	-1.073204	-2.188944E+14	-1.243993E-16	NaN
426.000000	1.000000	0.073032	7369224.747666	-55789.071849	1005.818969	-29740.735971	0.000000	0.000000	6.072768	0.034023	NaN	0.000000	0.001691	0.001764	28.080178	0.042233	0.001990	21.226435	-178.472698	15.839561	0.005160	0.071665	-1.070927	-1.072294	0.034023	21.226435	-1.072129	-2.117348E+14	-1.606854E-16	NaN
426.000000	1.000000	0.074994	7369224.757666	-55789.071609	1005.818456	-29740.735479	0.000000	0.000000	6.074729	0.002987	NaN	0.000000	0.001678	0.001779	28.080297	0.068091	0.001986	34.280748	119.754833	-166.806432	0.056053	0.073740	-1.068964	-1.070219	0.002987	34.280748	-1.069030	-1.923779E+14	-1.552904E-17	NaN
426.000000	1.000000	0.077024	7369224.767666	-55789.071993	1005.818577	-29740.735552	0.000000	0.000000	6.076756	-0.074379	NaN	0.000000	0.001706	0.001806	28.080050	0.041410	0.001982	20.891875	-76.641438	11.301861	-0.033631	0.075631	-1.066935	-1.068328	-0.074379	20.891875	-1.064264	-1.660067E+14	4.480454E-16	NaN
426.000000	1.000000	0.079045	7369224.777666	-55789.072029	1005.818967	-29740.735989	0.000000	0.000000	6.078775	-0.126047	NaN	0.000000	0.001666	0.001814	28.080102	0.049441	0.001928	25.639970	18.194588	-166.777453	-0.126882	0.077710	-1.064914	-1.066249	-0.126047	25.639970	-1.061227	-1.511142E+14	8.341208E-16	NaN
