																														
2025-07-22, 16:23:58, 1																														
Index	Phase	Displacement	Time	Pos X	Pos Y	Pos Z	Rot A	Rot B	Piezo Z	Force A	Force B	Gripper	Voltage A	Voltage B	Temperature	Amplitude force	Amplitude pos	Stiffness	Phase shift	Phase excitation	Force A raw	Displacement raw	HMax	HMax raw	Real Force	Real Stiffness	Contact Depth	Area	Hardness	Reduced Mod.
[#]	[#]	[um]	[s]	[um]	[um]	[um]	[m°]	[m°]	[um]	[uN]	[uN]	[V]	[V]	[V]	[°C]	[uN]	[um]	[N/m]	[°]	[°]	[uN]	[um]	[um]	[um]	[uN]	[N/m]	[um]	[um^2]	[MPa]	[MPa]
779.000000	1.000000	0.002073	7372673.287666	-39089.073609	1055.818942	-29795.137997	0.000000	0.000000	6.002785	-0.092599	NaN	0.000000	0.001625	0.001735	28.083093	0.062068	0.000807	76.940967	179.761625	-161.954694	-0.094446	0.000831	-1.043425	-1.044667	-0.092599	76.940967	-1.042522	-8.469885E+13	1.093269E-15	NaN
779.000000	1.000000	0.004061	7372673.297666	-39089.073211	1055.818358	-29795.138048	0.000000	0.000000	6.004775	-0.059447	NaN	0.000000	0.001609	0.001756	28.082911	0.048310	0.000948	50.962625	77.528273	19.513682	-0.069289	0.002705	-1.041436	-1.042792	-0.059447	50.962625	-1.040561	-7.970975E+13	7.457893E-16	NaN
779.000000	1.000000	0.006048	7372673.307667	-39089.072280	1055.818700	-29795.138714	0.000000	0.000000	6.006764	-0.001460	NaN	0.000000	0.001633	0.001756	28.082887	0.035745	0.000947	37.759978	-67.600931	-157.568875	0.008538	0.004743	-1.039450	-1.040755	-0.001460	37.759978	-1.039421	-7.694475E+13	1.897356E-17	NaN
779.000000	1.000000	0.008034	7372673.317666	-39089.071946	1055.818998	-29795.139645	0.000000	0.000000	6.008749	-0.033243	NaN	0.000000	0.001640	0.001745	28.082798	0.102936	0.000875	117.577944	-52.677203	12.482310	-0.056441	0.006670	-1.037463	-1.038827	-0.033243	117.577944	-1.037251	-7.194551E+13	4.620649E-16	NaN
779.000000	1.000000	0.010085	7372673.327666	-39089.071350	1055.819000	-29795.139996	0.000000	0.000000	6.010797	-0.098392	NaN	0.000000	0.001624	0.001776	28.082897	0.070887	0.000907	78.125005	-123.211808	-160.354815	-0.069447	0.008721	-1.035413	-1.036776	-0.098392	78.125005	-1.034468	-6.600451E+13	1.490685E-15	NaN
779.000000	1.000000	0.012158	7372673.337666	-39089.071611	1055.819000	-29795.140048	0.000000	0.000000	6.012871	-0.062330	NaN	0.000000	0.001628	0.001774	28.082977	0.024769	0.001355	18.273541	-76.968581	19.971374	-0.103451	0.010757	-1.033340	-1.034740	-0.062330	18.273541	-1.030781	-5.888312E+13	1.058540E-15	NaN
779.000000	1.000000	0.014067	7372673.347666	-39089.071386	1055.818952	-29795.140673	0.000000	0.000000	6.014781	-0.044394	NaN	0.000000	0.001608	0.001755	28.082804	0.037896	0.001781	21.272461	-159.184262	-164.256724	-0.046748	0.012952	-1.031431	-1.032546	-0.044394	21.272461	-1.029865	-5.723621E+13	7.756308E-16	NaN
779.000000	1.000000	0.016038	7372673.357666	-39089.072333	1055.818382	-29795.141045	0.000000	0.000000	6.016752	-0.061499	NaN	0.000000	0.001630	0.001730	28.082591	0.095607	0.001667	57.356609	71.966503	13.205525	-0.060385	0.014660	-1.029459	-1.030837	-0.061499	57.356609	-1.028655	-5.513036E+13	1.115523E-15	NaN
779.000000	1.000000	0.018050	7372673.367666	-39089.072273	1055.818701	-29795.141673	0.000000	0.000000	6.018765	-0.022546	NaN	0.000000	0.001662	0.001718	28.082758	0.044424	0.001729	25.696070	138.071552	-166.341470	-0.049549	0.016738	-1.027447	-1.028759	-0.022546	25.696070	-1.026789	-5.203431E+13	4.332910E-16	NaN
