																														
2025-07-22, 16:23:58, 1																														
Index	Phase	Displacement	Time	Pos X	Pos Y	Pos Z	Rot A	Rot B	Piezo Z	Force A	Force B	Gripper	Voltage A	Voltage B	Temperature	Amplitude force	Amplitude pos	Stiffness	Phase shift	Phase excitation	Force A raw	Displacement raw	HMax	HMax raw	Real Force	Real Stiffness	Contact Depth	Area	Hardness	Reduced Mod.
[#]	[#]	[um]	[s]	[um]	[um]	[um]	[m°]	[m°]	[um]	[uN]	[uN]	[V]	[V]	[V]	[°C]	[uN]	[um]	[N/m]	[°]	[°]	[uN]	[um]	[um]	[um]	[uN]	[N/m]	[um]	[um^2]	[MPa]	[MPa]
1035.000000	1.000000	0.002394	7375171.197666	-51889.071298	1055.817258	-29750.708621	0.000000	0.000000	6.002791	0.095444	NaN	0.000000	0.001544	0.001786	28.083371	0.013814	0.000959	14.398086	-61.708556	-162.126526	0.041420	0.001163	-1.107253	-1.108484	0.095444	14.398086	-1.112225	-7.313857E+14	-1.304977E-16	NaN
1035.000000	1.000000	0.004388	7375171.207666	-51889.071842	1055.817001	-29750.708725	0.000000	0.000000	6.004782	0.040525	NaN	0.000000	0.001526	0.001777	28.083261	0.043829	0.000949	46.203190	-138.565159	14.153798	0.117697	0.003013	-1.105259	-1.106635	0.040525	46.203190	-1.105917	-6.018575E+14	-6.733285E-17	NaN
1035.000000	1.000000	0.006384	7375171.217666	-51889.072647	1055.817170	-29750.708998	0.000000	0.000000	6.006778	0.029766	NaN	0.000000	0.001539	0.001752	28.083333	0.041302	0.001001	41.266251	147.294875	-164.453629	0.012705	0.005060	-1.103264	-1.104588	0.029766	41.266251	-1.103805	-5.638170E+14	-5.279288E-17	NaN
1035.000000	1.000000	0.008368	7375171.227666	-51889.072211	1055.818598	-29750.708915	0.000000	0.000000	6.008761	0.026408	NaN	0.000000	0.001556	0.001710	28.083513	0.054460	0.001068	51.006716	34.101295	18.313641	0.046046	0.007043	-1.101280	-1.102605	0.026408	51.006716	-1.101668	-5.277867E+14	-5.003512E-17	NaN
1035.000000	1.000000	0.010370	7375171.237666	-51889.071903	1055.819720	-29750.708233	0.000000	0.000000	6.010761	-0.051719	NaN	0.000000	0.001561	0.001736	28.083337	0.058925	0.000961	61.284844	32.806858	-160.677133	0.036576	0.009031	-1.099277	-1.100617	-0.051719	61.284844	-1.098644	-4.806922E+14	1.075937E-16	NaN
1035.000000	1.000000	0.012451	7375171.247666	-51889.071298	1055.819924	-29750.708001	0.000000	0.000000	6.012844	-0.009407	NaN	0.000000	0.001545	0.001763	28.083144	0.045503	0.001157	39.314677	168.591986	21.082188	-0.092892	0.011036	-1.097196	-1.098612	-0.009407	39.314677	-1.097017	-4.571071E+14	2.057968E-17	NaN
1035.000000	1.000000	0.014440	7375171.257666	-51889.071767	1055.819181	-29750.708000	0.000000	0.000000	6.014832	-0.009553	NaN	0.000000	0.001545	0.001778	28.083152	0.096512	0.001696	56.919415	-141.046390	-161.586035	0.039093	0.013252	-1.095208	-1.096395	-0.009553	56.919415	-1.095082	-4.305683E+14	2.218636E-17	NaN
1035.000000	1.000000	0.016349	7375171.267666	-51889.071914	1055.818331	-29750.708000	0.000000	0.000000	6.016740	-0.044945	NaN	0.000000	0.001554	0.001767	28.083163	0.111594	0.001677	66.541548	-130.774354	14.332184	-0.000760	0.015017	-1.093298	-1.094630	-0.044945	66.541548	-1.092791	-4.011355E+14	1.120434E-16	NaN
1035.000000	1.000000	0.018348	7375171.277666	-51889.071308	1055.818576	-29750.708000	0.000000	0.000000	6.018740	-0.021925	NaN	0.000000	0.001556	0.001726	28.083146	0.102047	0.001635	62.400126	-121.103167	-166.962612	-0.026231	0.017033	-1.091300	-1.092614	-0.021925	62.400126	-1.091036	-3.799466E+14	5.770616E-17	NaN
1035.000000	1.000000	0.020350	7375171.287666	-51889.071648	1055.817636	-29750.707926	0.000000	0.000000	6.020741	-0.034551	NaN	0.000000	0.001543	0.001727	28.083199	0.021066	0.001812	11.624637	165.933323	13.712144	-0.021714	0.019026	-1.089298	-1.090621	-0.034551	11.624637	-1.087068	-3.360836E+14	1.028039E-16	NaN
1035.000000	1.000000	0.022347	7375171.297666	-51889.071276	1055.818535	-29750.707330	0.000000	0.000000	6.022739	-0.030220	NaN	0.000000	0.001570	0.001731	28.083445	0.120941	0.001711	70.683380	177.902102	-163.253576	-0.041701	0.021020	-1.087300	-1.088627	-0.030220	70.683380	-1.086980	-3.351606E+14	9.016508E-17	NaN
1035.000000	1.000000	0.024365	7375171.307666	-51889.071820	1055.818913	-29750.707617	0.000000	0.000000	6.024756	-0.042115	NaN	0.000000	0.001546	0.001733	28.083378	0.025260	0.001582	15.969861	73.794579	15.402137	-0.054947	0.022979	-1.085282	-1.086668	-0.042115	15.969861	-1.083304	-2.991535E+14	1.407793E-16	NaN
1035.000000	1.000000	0.026378	7375171.317666	-51889.072786	1055.818319	-29750.706629	0.000000	0.000000	6.026770	-0.022857	NaN	0.000000	0.001549	0.001729	28.083180	0.077481	0.001802	43.006687	-7.546574	-164.619187	-0.036172	0.025082	-1.083269	-1.084565	-0.022857	43.006687	-1.082870	-2.951685E+14	7.743734E-17	NaN
1035.000000	1.000000	0.028349	7375171.327666	-51889.072902	1055.818768	-29750.706748	0.000000	0.000000	6.028744	0.063162	NaN	0.000000	0.001532	0.001712	28.083270	0.032142	0.002006	16.026727	28.389741	17.248016	-0.032226	0.026953	-1.081299	-1.082694	0.063162	16.026727	-1.084254	-3.080749E+14	-2.050229E-16	NaN
1035.000000	1.000000	0.030368	7375171.337666	-51889.072212	1055.819073	-29750.706999	0.000000	0.000000	6.030760	-0.015661	NaN	0.000000	0.001544	0.001732	28.083160	0.128214	0.001962	65.340712	-51.332691	-164.340354	0.110430	0.029079	-1.079279	-1.080568	-0.015661	65.340712	-1.079099	-2.626764E+14	5.962217E-17	NaN
1035.000000	1.000000	0.032371	7375171.347666	-51889.072098	1055.819596	-29750.707000	0.000000	0.000000	6.032765	0.027005	NaN	0.000000	0.001523	0.001739	28.083081	0.035319	0.001961	18.006474	3.975491	14.374886	-0.012532	0.030988	-1.077276	-1.078659	0.027005	18.006474	-1.078401	-2.570659E+14	-1.050527E-16	NaN
